CNO,SEX,AGGT,DIV,DETAILED-SUBJECTS,center_id
S0251/0057,F,32,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:C;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0251
S0251/0058,F,34,FLD,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0251
S0251/0059,F,32,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:C;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0251
S0251/0060,F,25,III,CIV:C;HIST:D;GEO:F;E-D-KIISLAMU:C;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0251
S0251/0061,F,30,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:C;KISW:C;ENGL:D;CHEM:F;BIO:F;B-MATH:F,s0251
S0251/0062,F,30,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:D;CHEM:F;BIO:D;B-MATH:F,s0251
S0251/0063,F,26,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0251
S0251/0064,F,30,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:C;ENGL:D;CHEM:F;BIO:F;B-MATH:F,s0251
S0251/0065,F,34,FLD,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0251
S0251/0066,F,30,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:B;KISW:C;ENGL:F;CHEM:F;BIO:F;B-MATH:F,s0251
S0251/0067,F,33,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0251
S0252/0001,F,27,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:F;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0252
S0252/0002,F,30,IV,CIV:D;HIST:F;GEO:D;E-D-KIISLAMU:F;KISW:D;ENGL:F;PHY:D;CHEM:D;BIO:F;B-MATH:F,s0252
S0252/0003,F,30,IV,CIV:D;HIST:F;GEO:D;E-D-KIISLAMU:F;KISW:D;ENGL:D;BIO:F;B-MATH:D,s0252
S0252/0004,F,25,III,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0252
S0252/0005,F,27,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:D;ENGL:C;BIO:D;B-MATH:D,s0252
S0252/0006,F,26,IV,CIV:C;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0252
S0252/0007,F,-,-,CIV:D;HIST:F;GEO:D;E-D-KIISLAMU:F;KISW:C;ENGL:D;ARABIC:I;BIO:D;B-MATH:F,s0252
S0252/0008,F,18,II,CIV:C;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:B;ARABIC:C;PHY:C;CHEM:B;BIO:C;B-MATH:B,s0252
S0252/0009,F,29,IV,CIV:D;HIST:F;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0252
S0252/0010,F,29,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:C;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0252
S0252/0011,F,25,III,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:B;ENGL:C;BIO:D;B-MATH:D,s0252
S0252/0012,F,29,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:C;ENGL:F;PHY:F;CHEM:C;BIO:F;B-MATH:F,s0252
S0252/0013,F,29,IV,CIV:C;HIST:F;GEO:D;E-D-KIISLAMU:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0252
S0252/0014,F,-,-,CIV:C;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:D;ENGL:D;ARABIC:I;B-MATH:F,s0252
S0252/0015,F,19,II,CIV:C;HIST:D;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:C;ARABIC:A;CHEM:C;BIO:C;B-MATH:C,s0252
S0252/0016,F,25,III,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:D;PHY:C;CHEM:C;BIO:D;B-MATH:D,s0252
S0252/0017,F,26,IV,CIV:C;HIST:F;GEO:F;E-D-KIISLAMU:C;KISW:C;ENGL:D;ARABIC:C;B-MATH:F,s0252
S0252/0018,F,26,IV,CIV:D;HIST:F;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:D;PHY:D;CHEM:C;BIO:D;B-MATH:F,s0252
S0252/0019,F,19,II,CIV:C;HIST:D;GEO:C;E-D-KIISLAMU:C;KISW:D;ENGL:B;PHY:C;CHEM:B;BIO:C;B-MATH:D,s0252
S0252/0020,F,24,III,CIV:C;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0252
S0252/0021,F,26,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0252
S0252/0022,F,31,IV,CIV:D;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0252
S0252/0023,F,18,III,CIV:D;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:C;ARABIC:B;PHY:D;CHEM:B;BIO:B;B-MATH:F,s0252
S0252/0024,F,28,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0252
S0252/0025,F,30,IV,CIV:C;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0252
S0252/0026,F,24,III,CIV:C;HIST:C;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0252
S0252/0027,F,29,IV,CIV:C;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0252
S0252/0028,F,28,IV,CIV:C;HIST:F;GEO:F;E-D-KIISLAMU:C;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0252
S0252/0029,F,26,IV,CIV:D;HIST:F;GEO:D;E-D-KIISLAMU:C;KISW:B;ENGL:D;ARABIC:D;B-MATH:F,s0252
S0252/0030,F,-,-,CIV:D;GEO:D;E-D-KIISLAMU:F;KISW:D;ENGL:D;ARABIC:I;PHY:D;CHEM:C;BIO:D;B-MATH:C,s0252
S0252/0031,F,29,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0252
S0252/0032,F,20,II,CIV:C;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:B;ENGL:C;PHY:D;CHEM:B;BIO:C;B-MATH:D,s0252
S0252/0033,F,27,IV,CIV:D;HIST:D;GEO:F;E-D-KIISLAMU:C;KISW:C;ENGL:F;PHY:D;CHEM:D;BIO:F;B-MATH:F,s0252
S0252/0034,F,27,IV,CIV:C;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0252
S0253/0001,F,22,III,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;BIO:C;B-MATH:D,s0253
S0253/0002,F,21,II,CIV:C;HIST:B;GEO:C;KISW:C;ENGL:C;BIO:C;B-MATH:D,s0253
S0253/0003,F,22,III,CIV:C;HIST:B;GEO:C;KISW:D;ENGL:C;BIO:C;B-MATH:D,s0253
S0253/0004,F,22,III,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:B;BIO:C;B-MATH:D,s0253
S0253/0005,F,12,I,CIV:B;HIST:A;GEO:B;KISW:D;ENGL:B;PHY:B;CHEM:A;BIO:B;B-MATH:B,s0253
S0253/0006,F,20,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:B;BIO:C;B-MATH:C,s0253
S0253/0007,F,19,II,CIV:D;HIST:C;GEO:C;KISW:D;ENGL:C;PHY:C;CHEM:A;BIO:C;B-MATH:C,s0253
S0253/0008,F,20,II,CIV:B;HIST:B;GEO:C;KISW:C;ENGL:C;BIO:C;B-MATH:D,s0253
S0253/0009,F,23,III,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:C;BIO:C;B-MATH:D,s0253
S0253/0010,F,24,III,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:C;BIO:D;B-MATH:D,s0253
S0253/0011,F,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;BIO:C;B-MATH:D,s0253
S0253/0012,F,24,III,CIV:F;HIST:B;GEO:D;KISW:C;ENGL:B;BIO:D;B-MATH:D,s0253
S0253/0013,F,21,II,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:B;BIO:B;B-MATH:D,s0253
S0253/0014,F,24,III,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:C;BIO:C;B-MATH:F,s0253
S0253/0015,F,21,II,CIV:C;HIST:B;GEO:C;KISW:D;ENGL:C;BIO:B;B-MATH:D,s0253
S0253/0016,F,20,II,CIV:C;HIST:A;GEO:D;KISW:C;ENGL:B;BIO:C;B-MATH:D,s0253
S0253/0017,F,18,II,CIV:C;HIST:A;GEO:B;KISW:C;ENGL:B;BIO:C;B-MATH:D,s0253
S0253/0018,F,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;BIO:C;B-MATH:C,s0253
S0253/0019,F,14,I,CIV:C;HIST:A;GEO:C;KISW:C;ENGL:B;PHY:B;CHEM:A;BIO:B;B-MATH:C,s0253
S0253/0020,F,13,I,CIV:B;HIST:B;GEO:B;KISW:B;ENGL:B;PHY:A;CHEM:B;BIO:C;B-MATH:C,s0253
S0253/0021,F,19,II,CIV:C;HIST:A;GEO:C;KISW:C;ENGL:B;BIO:C;B-MATH:D,s0253
S0253/0022,F,15,I,CIV:C;HIST:C;GEO:B;KISW:B;ENGL:A;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0253
S0253/0023,F,17,I,CIV:C;HIST:B;GEO:B;KISW:C;ENGL:B;BIO:B;B-MATH:C,s0253
S0253/0024,F,21,III,CIV:B;HIST:C;GEO:C;KISW:C;ENGL:B;BIO:C;B-MATH:F,s0253
S0253/0025,F,17,I,CIV:C;HIST:B;GEO:C;KISW:C;ENGL:A;PHY:C;CHEM:B;BIO:C;B-MATH:C,s0253
S0253/0026,F,23,III,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:F,s0253
S0253/0027,F,21,II,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:B;BIO:C;B-MATH:C,s0253
S0253/0028,F,23,III,CIV:C;HIST:B;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:F,s0253
S0253/0029,F,21,II,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:B;CHEM:C;BIO:D;B-MATH:D,s0253
S0253/0030,F,20,III,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:B;BIO:C;B-MATH:F,s0253
S0253/0031,F,26,IV,CIV:D;HIST:B;GEO:D;KISW:C;ENGL:C;BIO:F;B-MATH:F,s0253
S0253/0032,F,20,II,CIV:C;HIST:B;GEO:D;KISW:B;ENGL:B;BIO:C;B-MATH:D,s0253
S0253/0033,F,17,III,CIV:C;HIST:B;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:F,s0253
S0253/0034,F,16,I,CIV:C;HIST:B;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:D,s0253
S0253/0035,F,19,II,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:B;BIO:B;B-MATH:D,s0253
S0253/0036,F,13,I,CIV:B;HIST:B;GEO:B;KISW:B;ENGL:A;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0253
S0253/0037,F,24,III,CIV:D;HIST:B;GEO:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0253
S0253/0038,F,20,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;BIO:C;B-MATH:C,s0253
S0253/0039,F,23,III,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:C;BIO:C;B-MATH:D,s0253
S0253/0040,F,24,III,CIV:D;HIST:C;GEO:C;KISW:D;ENGL:C;BIO:C;B-MATH:D,s0253
S0253/0041,F,17,I,CIV:C;HIST:A;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:B;BIO:B;B-MATH:D,s0253
S0253/0042,F,24,III,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:D;BIO:C;B-MATH:D,s0253
S0253/0043,F,19,II,CIV:D;HIST:B;GEO:B;KISW:B;ENGL:C;BIO:C;B-MATH:C,s0253
S0253/0044,F,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;BIO:C;B-MATH:C,s0253
S0253/0045,F,23,III,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:C;BIO:C;B-MATH:D,s0253
S0254/0001,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0002,F,27,IV,CIV:C;HIST:C;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0254
S0254/0003,F,30,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0004,F,26,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:F,s0254
S0254/0005,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0006,F,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0007,F,30,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0254
S0254/0008,F,22,III,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:D;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0254
S0254/0009,F,29,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0010,F,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0254
S0254/0011,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0012,F,28,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:F;BIO:D;B-MATH:D,s0254
S0254/0013,F,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0254
S0254/0014,F,30,IV,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0015,F,34,FLD,CIV:D;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0016,F,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;BIO:X;B-MATH:X,s0254
S0254/0017,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0254
S0254/0018,F,32,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0019,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0020,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0021,F,32,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0022,F,30,IV,CIV:C;HIST:F;GEO:D;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0023,F,23,III,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:B;BIO:D;B-MATH:F,s0254
S0254/0024,F,32,IV,CIV:D;HIST:D;GEO:F;KISW:F;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0025,F,30,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0026,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:F;ENGL:D;BIO:D;B-MATH:F,s0254
S0254/0027,F,28,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:F;B-MATH:F,s0254
S0254/0028,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0029,F,32,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0030,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:C;BIO:F;B-MATH:F,s0254
S0254/0031,F,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0254
S0254/0032,F,32,IV,CIV:D;HIST:F;GEO:F;KISW:F;ENGL:D;BIO:F;B-MATH:D,s0254
S0254/0033,F,31,IV,CIV:D;HIST:F;GEO:F;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0034,F,33,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0035,F,25,III,CIV:C;HIST:D;GEO:F;KISW:B;ENGL:C;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0254
S0254/0036,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0037,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0254
S0254/0038,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0039,F,30,IV,CIV:C;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0254
S0254/0040,F,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0041,F,24,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:B;PHY:F;CHEM:F;BIO:D;B-MATH:D,s0254
S0254/0042,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0043,F,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;BIO:X;B-MATH:X,s0254
S0254/0044,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:F;ENGL:C;BIO:F;B-MATH:F,s0254
S0254/0045,F,29,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0254
S0254/0046,F,30,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0254
S0254/0047,F,27,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0254
S0254/0048,F,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0049,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0050,F,25,III,CIV:C;HIST:F;GEO:D;KISW:D;ENGL:B;PHY:F;CHEM:D;BIO:D;B-MATH:D,s0254
S0254/0051,F,30,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0254
S0254/0052,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0053,F,32,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0054,F,26,IV,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:D;PHY:F;CHEM:F;BIO:D;B-MATH:F,s0254
S0254/0055,F,32,IV,CIV:D;HIST:F;GEO:F;KISW:F;ENGL:D;BIO:D;B-MATH:F,s0254
S0254/0056,F,23,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:C,s0254
S0254/0057,F,31,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0254
S0254/0058,F,27,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0254
S0254/0059,F,-,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:X,s0254
S0254/0060,F,25,III,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0254
S0254/0061,F,32,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0062,F,23,III,CIV:C;HIST:C;GEO:D;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:C,s0254
S0254/0063,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0254
S0254/0064,F,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0254
S0254/0065,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;PHY:X;CHEM:X;BIO:F;B-MATH:F,s0254
S0254/0066,F,26,IV,CIV:C;HIST:D;GEO:D;KISW:F;ENGL:F;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0254
S0254/0067,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0254
S0254/0068,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0069,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0254/0070,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0254
S0255/0001,F,23,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0255
S0255/0002,F,24,III,CIV:D;HIST:D;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:F;CHEM:D;BIO:D;B-MATH:D,s0255
S0255/0003,F,19,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:B,s0255
S0255/0004,F,23,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0255
S0255/0005,F,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;BIO:X;B-MATH:X,s0255
S0255/0006,F,21,II,CIV:C;HIST:D;GEO:D;B-KNOWL:B;KISW:C;ENGL:C;BIO:C;B-MATH:D;COMM:C,s0255
S0255/0007,F,30,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F;COMM:D,s0255
S0255/0008,F,29,IV,CIV:F;HIST:F;GEO:F;B-KNOWL:C;KISW:C;ENGL:D;BIO:D;B-MATH:F;COMM:F,s0255
S0255/0009,F,15,I,CIV:B;HIST:B;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0255
S0255/0010,F,18,II,CIV:D;HIST:D;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:C;B-MATH:B,s0255
S0255/0011,F,26,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:C;KISW:C;ENGL:D;FREN:D;BIO:D;B-MATH:D;COMM:D,s0255
S0255/0012,F,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:D;ENGL:C;BIO:D;B-MATH:F;COMM:C,s0255
S0255/0013,F,25,III,CIV:C;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:C;COMM:D;B-KEEPING:D,s0255
S0255/0014,F,23,III,CIV:D;HIST:D;GEO:D;B-KNOWL:B;KISW:C;ENGL:C;BIO:C;B-MATH:D,s0255
S0255/0015,F,23,III,CIV:C;HIST:D;GEO:C;B-KNOWL:B;KISW:C;ENGL:D;BIO:D;B-MATH:D;COMM:D,s0255
S0255/0016,F,17,I,CIV:D;HIST:D;GEO:C;B-KNOWL:B;KISW:C;ENGL:A;BIO:D;B-MATH:B;COMM:B,s0255
S0255/0017,F,18,II,CIV:C;HIST:C;GEO:C;B-KNOWL:C;KISW:C;ENGL:B;PHY:B;CHEM:C;BIO:B;B-MATH:C,s0255
S0255/0018,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0255
S0255/0019,F,21,II,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:B;BIO:C;B-MATH:D;COMM:C,s0255
S0255/0020,F,24,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;BIO:D;B-MATH:F;COMM:C,s0255
S0255/0021,F,20,II,CIV:D;HIST:D;GEO:D;B-KNOWL:B;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:D,s0255
S0255/0022,F,18,II,CIV:B;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0255
S0255/0023,F,17,I,CIV:C;HIST:D;GEO:B;B-KNOWL:B;KISW:B;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0255
S0255/0024,F,27,IV,CIV:D;HIST:F;GEO:F;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0255
S0255/0025,F,19,II,CIV:C;HIST:D;GEO:C;B-KNOWL:B;KISW:C;ENGL:B;BIO:C;B-MATH:D;COMM:C,s0255
S0255/0026,F,14,I,CIV:B;HIST:C;GEO:C;KISW:C;ENGL:B;BIO:B;B-MATH:B;COMM:A;B-KEEPING:B,s0255
S0255/0027,F,20,II,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0255
S0255/0028,F,25,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:C;CHEM:C;BIO:D;B-MATH:D,s0255
S0255/0029,F,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;BIO:D;B-MATH:D;COMM:D,s0255
S0255/0030,F,27,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:D;COMM:C,s0255
S0255/0031,F,23,III,CIV:C;HIST:D;GEO:D;B-KNOWL:B;KISW:C;ENGL:C;BIO:D;B-MATH:D,s0255
S0255/0032,F,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0255
S0255/0033,F,18,II,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0255
S0255/0034,F,21,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0255
