CNO,SEX,AGGT,DIV,DETAILED-SUBJECTS,center_id
S0410/0003,F,27,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0410
S0410/0004,F,27,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0410
S0410/0005,F,29,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:B;BIO:F;B-MATH:F,s0410
S0410/0006,F,29,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0410
S0410/0007,F,28,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:C;BIO:D;B-MATH:F,s0410
S0410/0008,F,24,III,CIV:D;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:D;ARABIC:D;PHY:D;CHEM:B;BIO:C;B-MATH:F,s0410
S0410/0009,F,29,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0410
S0410/0010,F,26,IV,CIV:D;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:C;PHY:D;CHEM:C;BIO:D;B-MATH:F,s0410
S0410/0011,F,27,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0410
S0410/0012,F,26,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:C;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0410
S0410/0013,F,19,III,CIV:C;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:D;ARABIC:B;PHY:C;CHEM:B;BIO:C;B-MATH:F,s0410
S0410/0014,F,22,III,CIV:D;GEO:D;E-D-KIISLAMU:D;KISW:B;ENGL:D;ARABIC:B;PHY:F;CHEM:C;BIO:C;B-MATH:F,s0410
S0410/0015,F,25,III,CIV:F;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:F;ARABIC:C;PHY:F;CHEM:C;BIO:D;B-MATH:F,s0410
S0410/0016,F,22,III,CIV:D;GEO:F;E-D-KIISLAMU:D;KISW:C;ENGL:D;ARABIC:B;PHY:D;CHEM:B;BIO:C;B-MATH:F,s0410
S0410/0017,F,28,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0410
S0410/0018,F,31,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:C;BIO:D;B-MATH:F,s0410
S0410/0019,M,25,III,CIV:D;GEO:F;E-D-KIISLAMU:D;KISW:B;ENGL:F;PHY:F;CHEM:B;BIO:C;B-MATH:F,s0410
S0410/0020,M,27,IV,CIV:D;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;PHY:D;CHEM:C;BIO:C;B-MATH:F,s0410
S0410/0021,M,22,III,CIV:D;GEO:D;E-D-KIISLAMU:C;KISW:D;ENGL:D;ARABIC:B;PHY:D;CHEM:B;BIO:C;B-MATH:F,s0410
S0410/0022,M,26,IV,CIV:D;GEO:D;E-D-KIISLAMU:D;KISW:D;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:F,s0410
S0410/0023,M,31,IV,CIV:D;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0410
S0410/0024,M,27,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:C;KISW:D;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0410
S0410/0025,M,28,IV,CIV:F;GEO:F;E-D-KIISLAMU:C;KISW:D;ENGL:F;PHY:F;CHEM:C;BIO:C;B-MATH:F,s0410
S0410/0026,M,31,IV,CIV:F;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0410
S0410/0027,M,24,III,CIV:D;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:D;ARABIC:B;PHY:D;CHEM:C;BIO:C;B-MATH:F,s0410
S0411/0001,F,31,IV,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:D;CHEM:D;BIO:C;B-MATH:F,s0411
S0411/0002,F,34,FLD,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:F;BIO:F;B-MATH:F,s0411
S0411/0003,F,28,IV,CIV:F;GEO:D;E-D-KIISLAMU:C;KISW:F;ENGL:F;PHY:D;CHEM:C;BIO:D;B-MATH:F,s0411
S0411/0004,F,27,IV,CIV:F;HIST:C;GEO:D;E-D-KIISLAMU:C;KISW:F;ENGL:F;ARABIC:B;BIO:F;B-MATH:F,s0411
S0411/0005,F,24,III,CIV:F;GEO:C;E-D-KIISLAMU:C;KISW:D;ENGL:F;PHY:D;CHEM:B;BIO:C;B-MATH:F,s0411
S0411/0006,F,35,FLD,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0411
S0411/0007,F,30,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0411
S0411/0008,F,27,IV,CIV:F;GEO:D;E-D-KIISLAMU:C;KISW:D;ENGL:F;PHY:F;CHEM:C;BIO:D;B-MATH:D,s0411
S0411/0009,F,26,IV,CIV:F;GEO:C;E-D-KIISLAMU:C;KISW:D;ENGL:F;PHY:D;CHEM:C;BIO:D;B-MATH:F,s0411
S0411/0010,F,29,IV,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:A;BIO:F;B-MATH:F,s0411
S0411/0011,F,27,IV,CIV:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0411
S0411/0012,F,-,ABS,CIV:X;HIST:X;GEO:X;E-D-KIISLAMU:X;KISW:X;ENGL:X;ARABIC:X;BIO:X;B-MATH:X,s0411
S0411/0013,F,33,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:D;BIO:F;B-MATH:F,s0411
S0411/0014,F,22,III,CIV:D;GEO:B;E-D-KIISLAMU:B;KISW:F;ENGL:F;PHY:C;CHEM:C;BIO:C;B-MATH:F,s0411
S0411/0015,F,24,III,CIV:F;GEO:D;E-D-KIISLAMU:C;KISW:F;ENGL:D;PHY:D;CHEM:C;BIO:D;B-MATH:B,s0411
S0411/0016,F,32,IV,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:D;BIO:F;B-MATH:F,s0411
S0411/0017,F,34,FLD,CIV:F;HIST:F;GEO:D;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:F;BIO:F;B-MATH:F,s0411
S0411/0018,F,29,IV,CIV:F;GEO:F;E-D-KIISLAMU:C;KISW:F;ENGL:F;PHY:C;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0019,F,35,FLD,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0411
S0411/0020,F,31,IV,CIV:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0021,F,-,ABS,CIV:X;HIST:X;GEO:X;E-D-KIISLAMU:X;KISW:X;ENGL:X;ARABIC:X;BIO:X;B-MATH:X,s0411
S0411/0022,F,34,FLD,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:D;BIO:F;B-MATH:F,s0411
S0411/0023,F,32,IV,CIV:F;GEO:D;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0411
S0411/0024,F,31,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:C;BIO:F;B-MATH:F,s0411
S0411/0025,F,34,FLD,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:D;CHEM:F;BIO:F;B-MATH:F,s0411
S0411/0026,F,34,FLD,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:D;BIO:F;B-MATH:F,s0411
S0411/0027,F,-,ABS,CIV:X;HIST:X;GEO:X;E-D-KIISLAMU:X;KISW:X;ENGL:X;ARABIC:X;BIO:X;B-MATH:X,s0411
S0411/0028,F,28,IV,CIV:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0411
S0411/0029,F,30,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:D;BIO:D;B-MATH:F,s0411
S0411/0030,F,26,IV,CIV:F;GEO:D;E-D-KIISLAMU:C;KISW:F;ENGL:F;PHY:C;CHEM:C;BIO:D;B-MATH:D,s0411
S0411/0031,F,34,FLD,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:F;BIO:F;B-MATH:F,s0411
S0411/0032,F,33,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:C;BIO:F;B-MATH:F,s0411
S0411/0033,F,35,FLD,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0411
S0411/0034,F,32,IV,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0035,F,30,IV,CIV:F;GEO:D;E-D-KIISLAMU:D;KISW:F;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0036,F,33,IV,CIV:F;GEO:D;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0411
S0411/0037,F,32,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:B;BIO:F;B-MATH:F,s0411
S0411/0038,F,29,IV,CIV:F;HIST:F;GEO:D;E-D-KIISLAMU:C;KISW:F;ENGL:F;ARABIC:B;BIO:F;B-MATH:F,s0411
S0411/0039,F,31,IV,CIV:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0040,F,33,IV,CIV:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0411
S0411/0041,F,32,IV,CIV:F;GEO:D;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0411
S0411/0042,F,30,IV,CIV:D;GEO:D;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:F;B-MATH:D,s0411
S0411/0043,F,34,FLD,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0411
S0411/0044,F,33,IV,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:F;CHEM:C;BIO:F;B-MATH:F,s0411
S0411/0045,F,32,IV,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:D;CHEM:D;BIO:F;B-MATH:D,s0411
S0411/0046,F,35,FLD,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:F;BIO:F;B-MATH:F,s0411
S0411/0047,F,26,IV,CIV:D;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0048,F,33,IV,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:D;CHEM:D;BIO:F;B-MATH:F,s0411
S0411/0049,F,32,IV,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0050,F,31,IV,CIV:F;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0051,F,35,FLD,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:F;BIO:F;B-MATH:F,s0411
S0411/0052,M,31,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:D;BIO:F;B-MATH:F,s0411
S0411/0053,M,30,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:B;BIO:F;B-MATH:F,s0411
S0411/0054,M,26,IV,CIV:F;HIST:C;GEO:C;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:C;BIO:D;B-MATH:D,s0411
S0411/0055,M,27,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:D;ARABIC:B;BIO:D;B-MATH:D,s0411
S0411/0056,M,33,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:F;BIO:F;B-MATH:F,s0411
S0411/0057,M,30,IV,CIV:F;GEO:D;E-D-KIISLAMU:C;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0058,M,31,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:C;BIO:F;B-MATH:D,s0411
S0411/0059,M,25,III,CIV:F;GEO:C;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:C;CHEM:B;BIO:D;B-MATH:D,s0411
S0411/0060,M,31,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:B;BIO:F;B-MATH:F,s0411
S0411/0061,M,34,FLD,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:D;BIO:F;B-MATH:F,s0411
S0411/0062,M,21,III,CIV:F;GEO:B;E-D-KIISLAMU:C;KISW:D;ENGL:D;PHY:C;CHEM:B;BIO:C;B-MATH:D,s0411
S0411/0063,M,-,FLD,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:X;CHEM:X;BIO:X;B-MATH:F,s0411
S0411/0064,M,30,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:C;BIO:F;B-MATH:F,s0411
S0411/0065,M,31,IV,CIV:F;GEO:D;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:D;CHEM:F;BIO:F;B-MATH:D,s0411
S0411/0066,M,34,FLD,CIV:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0411
S0411/0067,M,29,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:B;BIO:F;B-MATH:F,s0411
S0411/0068,M,32,IV,CIV:F;GEO:D;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:F;B-MATH:D,s0411
S0411/0069,M,35,FLD,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:F;BIO:F;B-MATH:F,s0411
S0411/0070,M,28,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:D;ARABIC:A;BIO:F;B-MATH:F,s0411
S0411/0071,M,25,III,CIV:D;HIST:C;GEO:D;E-D-KIISLAMU:C;KISW:F;ENGL:D;ARABIC:C;BIO:D;B-MATH:D,s0411
S0411/0072,M,30,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:C;BIO:F;B-MATH:D,s0411
S0411/0073,M,30,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:C;BIO:F;B-MATH:F,s0411
S0411/0074,M,33,IV,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:D;ENGL:D;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0411
S0411/0075,M,29,IV,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:C;BIO:D;B-MATH:F,s0411
S0411/0076,M,-,ABS,CIV:X;GEO:X;E-D-KIISLAMU:X;KISW:X;ENGL:X;PHY:X;CHEM:X;BIO:X;B-MATH:X,s0411
S0411/0077,M,29,IV,CIV:D;GEO:D;E-D-KIISLAMU:F;KISW:D;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0078,M,35,FLD,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:F;BIO:F;B-MATH:F,s0411
S0411/0079,M,31,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:D;ARABIC:X;BIO:F;B-MATH:F,s0411
S0411/0080,M,34,FLD,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:F;BIO:F;B-MATH:F,s0411
S0411/0081,M,30,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:C;KISW:F;ENGL:F;ARABIC:D;BIO:F;B-MATH:D,s0411
S0411/0082,M,33,IV,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:D;CHEM:F;BIO:F;B-MATH:D,s0411
S0411/0083,M,31,IV,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:C;BIO:F;B-MATH:F,s0411
S0411/0084,M,-,FLD,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:X;CHEM:X;BIO:F;B-MATH:X,s0411
S0411/0085,M,29,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:B;BIO:F;B-MATH:F,s0411
S0411/0086,M,26,IV,CIV:D;GEO:C;E-D-KIISLAMU:D;KISW:D;ENGL:D;PHY:F;CHEM:C;BIO:D;B-MATH:F,s0411
S0411/0087,M,29,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:D;BIO:D;B-MATH:D,s0411
S0411/0088,M,30,IV,CIV:F;GEO:C;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0089,M,28,IV,CIV:F;GEO:C;E-D-KIISLAMU:D;KISW:F;ENGL:D;PHY:F;CHEM:C;BIO:D;B-MATH:F,s0411
S0411/0090,M,-,ABS,CIV:X;GEO:X;E-D-KIISLAMU:X;KISW:X;ENGL:X;PHY:X;CHEM:X;BIO:X;B-MATH:X,s0411
S0411/0091,M,33,IV,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:D;CHEM:F;BIO:F;B-MATH:D,s0411
S0411/0092,M,26,IV,CIV:F;HIST:B;GEO:D;E-D-KIISLAMU:C;KISW:D;ENGL:F;ARABIC:C;BIO:F;B-MATH:F,s0411
S0411/0093,M,27,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:C;KISW:D;ENGL:F;ARABIC:A;BIO:F;B-MATH:F,s0411
S0411/0094,M,28,IV,CIV:F;HIST:C;GEO:D;E-D-KIISLAMU:D;KISW:F;ENGL:D;ARABIC:C;BIO:F;B-MATH:F,s0411
S0411/0095,M,31,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:D;BIO:F;B-MATH:F,s0411
S0411/0096,M,32,IV,CIV:F;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0097,M,30,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:C;BIO:F;B-MATH:F,s0411
S0411/0098,M,27,IV,CIV:D;GEO:C;E-D-KIISLAMU:C;KISW:D;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0099,M,26,IV,CIV:D;GEO:D;E-D-KIISLAMU:C;KISW:D;ENGL:D;PHY:D;CHEM:C;BIO:D;B-MATH:F,s0411
S0411/0100,M,35,FLD,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;ARABIC:F;BIO:F;B-MATH:F,s0411
S0411/0101,M,27,IV,CIV:F;HIST:C;GEO:F;E-D-KIISLAMU:C;KISW:D;ENGL:D;ARABIC:C;BIO:F;B-MATH:F,s0411
S0411/0102,M,27,IV,CIV:F;GEO:D;E-D-KIISLAMU:C;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0411
S0411/0103,M,27,IV,CIV:F;HIST:D;GEO:C;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0411
S0411/0104,M,26,IV,CIV:F;GEO:C;E-D-KIISLAMU:D;KISW:D;ENGL:D;PHY:F;CHEM:C;BIO:C;B-MATH:F,s0411
S0411/0105,M,23,III,CIV:F;GEO:C;E-D-KIISLAMU:C;KISW:F;ENGL:D;PHY:C;CHEM:C;BIO:D;B-MATH:C,s0411
S0411/0106,M,29,IV,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:C;BIO:F;B-MATH:D,s0411
S0411/0107,M,28,IV,CIV:D;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:B;BIO:F;B-MATH:D,s0411
S0411/0108,M,32,IV,CIV:F;GEO:D;E-D-KIISLAMU:F;KISW:F;ENGL:F;PHY:F;CHEM:F;BIO:D;B-MATH:D,s0411
S0411/0109,M,29,IV,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:C;BIO:F;B-MATH:D,s0411
S0412/0001,F,21,III,CIV:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:D;ARABIC:B;PHY:F;CHEM:B;BIO:C;B-MATH:F,s0412
S0412/0002,F,25,III,CIV:F;HIST:C;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:D;ARABIC:C;BIO:D;B-MATH:F,s0412
S0412/0003,F,24,III,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:F;ARABIC:A;BIO:D;B-MATH:F,s0412
S0412/0004,F,23,III,CIV:F;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:F;ARABIC:A;PHY:F;CHEM:B;BIO:D;B-MATH:F,s0412
S0412/0005,F,27,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:C;BIO:D;B-MATH:F,s0412
S0412/0006,F,25,III,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:B;ENGL:F;ARABIC:C;BIO:D;B-MATH:F,s0412
S0412/0007,F,24,III,CIV:F;HIST:C;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:D;ARABIC:C;BIO:D;B-MATH:F,s0412
S0412/0008,F,25,III,CIV:F;HIST:C;GEO:D;E-D-KIISLAMU:C;KISW:D;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0412
S0412/0009,F,28,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:C;KISW:D;ENGL:D;ARABIC:D;BIO:D;B-MATH:F,s0412
S0412/0010,F,28,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:C;KISW:D;ENGL:F;ARABIC:C;BIO:D;B-MATH:F,s0412
S0412/0011,F,25,III,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0412
S0412/0012,F,25,III,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:F;ARABIC:A;BIO:D;B-MATH:F,s0412
S0412/0013,F,26,IV,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0412
S0412/0014,F,29,IV,CIV:F;HIST:F;GEO:D;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:C;BIO:D;B-MATH:F,s0412
S0412/0015,F,25,III,CIV:F;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:F;ARABIC:C;PHY:F;CHEM:C;BIO:D;B-MATH:F,s0412
S0412/0016,F,29,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:C;BIO:D;B-MATH:F,s0412
S0412/0017,F,28,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:C;BIO:D;B-MATH:F,s0412
S0412/0018,F,22,III,CIV:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:D;ARABIC:B;PHY:F;CHEM:B;BIO:D;B-MATH:F,s0412
S0412/0019,F,23,III,CIV:D;HIST:C;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0412
S0412/0020,F,27,IV,CIV:F;HIST:C;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:F;ARABIC:D;BIO:D;B-MATH:F,s0412
S0412/0021,F,31,IV,CIV:D;GEO:F;E-D-KIISLAMU:D;KISW:F;ENGL:F;ARABIC:D;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0412
S0412/0022,F,27,IV,CIV:F;GEO:D;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:D;PHY:F;CHEM:B;BIO:D;B-MATH:F,s0412
S0412/0023,F,29,IV,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:D;BIO:D;B-MATH:F,s0412
S0412/0024,F,22,III,CIV:D;GEO:D;E-D-KIISLAMU:C;KISW:D;ENGL:F;ARABIC:A;PHY:F;CHEM:B;BIO:D;B-MATH:F,s0412
S0412/0025,F,22,III,CIV:F;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:D;ARABIC:C;PHY:F;CHEM:B;BIO:D;B-MATH:F,s0412
S0412/0026,F,25,III,CIV:F;HIST:B;GEO:D;E-D-KIISLAMU:D;KISW:D;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0412
S0412/0027,F,21,III,CIV:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:D;ARABIC:A;PHY:F;CHEM:B;BIO:D;B-MATH:F,s0412
S0412/0028,F,26,IV,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:F;ARABIC:B;BIO:D;B-MATH:F,s0412
S0412/0029,F,26,IV,CIV:F;GEO:F;E-D-KIISLAMU:D;KISW:C;ENGL:F;ARABIC:C;PHY:F;CHEM:B;BIO:D;B-MATH:F,s0412
